Text,Label
IRCTC अकाउंट बंद हो जाएगा। तुरंत सत्यापन करें: http://fakeurl.in/verify,fraud
आपने लकी ड्रा में ₹83972 जीते हैं! अपना पुरस्कार प्राप्त करने के लिए इस नंबर पर कॉल करें: +918889214701,fraud
"प्रिय ग्राहक, आपका आधार नंबर आपके खाते से लिंक हो चुका है।",real
आपकी फ्लाइट AI684 समय पर है। धन्यवाद।,real
"आपकी हाल ही की लेन-देन ₹6729 की है। यदि आपने यह नहीं की, तो कृपया बैंक से संपर्क करें।",real
आपकी फ्लाइट AI966 समय पर है। धन्यवाद।,real
IRCTC अकाउंट बंद हो जाएगा। तुरंत सत्यापन करें: http://fakeurl.in/verify,fraud
आपकी फ्लाइट AI425 समय पर है। धन्यवाद।,real
आपने लकी ड्रा में ₹60095 जीते हैं! अपना पुरस्कार प्राप्त करने के लिए इस नंबर पर कॉल करें: +917935823954,fraud
आपको ₹3352 का कैशबैक मिला है। विवरण जानने के लिए लिंक खोलें: http://fakeurl.in/verify,fraud
आपका बैंक खाता सफलतापूर्वक अपडेट किया गया है।,real
आपकी गाड़ी की सर्विसिंग 19/03/2025 को तय की गई है।,real
आपके खाते में ₹7506 जमा किए गए हैं।,real
"आपकी हाल ही की लेन-देन ₹8966 की है। यदि आपने यह नहीं की, तो कृपया बैंक से संपर्क करें।",real
आपकी गाड़ी की सर्विसिंग 1/02/2025 को तय की गई है।,real
आपके खाते में ₹1378 जमा किए गए हैं।,real
"आपकी हाल ही की लेन-देन ₹9645 की है। यदि आपने यह नहीं की, तो कृपया बैंक से संपर्क करें।",real
आपका खाता अस्थायी रूप से बंद कर दिया गया है। सहायता के लिए कॉल करें: +917175607272,fraud
आपका बिजली बिल ₹9121 सफलतापूर्वक भुगतान किया गया।,real
आपका खाता बैलेंस ₹1517 है। धन्यवाद।,real
आपका मोबाइल रिचार्ज ₹1231 का सफल हुआ।,real
आपने लकी ड्रा में ₹40182 जीते हैं! अपना पुरस्कार प्राप्त करने के लिए इस नंबर पर कॉल करें: +918864718852,fraud
आपके खाते में ₹9340 जमा किए गए हैं।,real
आपके खाते में ₹9561 जमा किए गए हैं।,real
आपने फ्री गिफ्ट जीता है! दावा करने के लिए लिंक पर जाएं: http://fakeurl.in/verify,fraud
आपने लकी ड्रा में ₹20879 जीते हैं! अपना पुरस्कार प्राप्त करने के लिए इस नंबर पर कॉल करें: +919920706714,fraud
आपका खाता बैलेंस ₹5736 है। धन्यवाद।,real
आपका मोबाइल रिचार्ज ₹7074 का सफल हुआ।,real
आपका खाता अस्थायी रूप से बंद कर दिया गया है। सहायता के लिए कॉल करें: +919143119894,fraud
आपने लकी ड्रा में ₹9566 जीते हैं! अपना पुरस्कार प्राप्त करने के लिए इस नंबर पर कॉल करें: +919722798036,fraud
आपका ATM कार्ड एक्सपायर हो गया है। नया कार्ड पाने के लिए OTP साझा करें।,fraud
आपका ATM कार्ड एक्सपायर हो गया है। नया कार्ड पाने के लिए OTP साझा करें।,fraud
आपका खाता अस्थायी रूप से बंद कर दिया गया है। सहायता के लिए कॉल करें: +918699548575,fraud
आपकी गाड़ी की सर्विसिंग 12/04/2025 को तय की गई है।,real
आपका ATM कार्ड एक्सपायर हो गया है। नया कार्ड पाने के लिए OTP साझा करें।,fraud
आपका पीएफ खाता अपडेट कर दिया गया है।,real
आपने फ्री गिफ्ट जीता है! दावा करने के लिए लिंक पर जाएं: http://fakeurl.in/verify,fraud
IRCTC अकाउंट बंद हो जाएगा। तुरंत सत्यापन करें: http://fakeurl.in/verify,fraud
आपके खाते में ₹3251 जमा किए गए हैं।,real
COVID सहायता के तहत ₹72028 पाने के लिए यह फॉर्म भरें: http://fakeurl.in/verify,fraud
आपका ATM कार्ड एक्सपायर हो गया है। नया कार्ड पाने के लिए OTP साझा करें।,fraud
आपका खाता बैलेंस ₹2829 है। धन्यवाद।,real
आपका बिजली बिल ₹1519 सफलतापूर्वक भुगतान किया गया।,real
आपका इंश्योरेंस एक्सपायर हो गया है। रिन्यू करने के लिए इस नंबर पर कॉल करें: +918555602700,fraud
IRCTC अकाउंट बंद हो जाएगा। तुरंत सत्यापन करें: http://fakeurl.in/verify,fraud
आपकी फ्लाइट AI334 समय पर है। धन्यवाद।,real
आपने लकी ड्रा में ₹76182 जीते हैं! अपना पुरस्कार प्राप्त करने के लिए इस नंबर पर कॉल करें: +919277172224,fraud
आपका इंश्योरेंस एक्सपायर हो गया है। रिन्यू करने के लिए इस नंबर पर कॉल करें: +918736263323,fraud
आपका बैंक खाता सफलतापूर्वक अपडेट किया गया है।,real
"प्रिय ग्राहक, आपका आधार नंबर आपके खाते से लिंक हो चुका है।",real
आपकी गाड़ी की सर्विसिंग 19/02/2025 को तय की गई है।,real
आपका इंश्योरेंस एक्सपायर हो गया है। रिन्यू करने के लिए इस नंबर पर कॉल करें: +918436431155,fraud
आपकी फ्लाइट AI315 समय पर है। धन्यवाद।,real
आपको ₹34273 का कैशबैक मिला है। विवरण जानने के लिए लिंक खोलें: http://fakeurl.in/verify,fraud
आपकी फ्लाइट AI127 समय पर है। धन्यवाद।,real
आपका ATM कार्ड एक्सपायर हो गया है। नया कार्ड पाने के लिए OTP साझा करें।,fraud
आपके खाते में ₹9789 जमा किए गए हैं।,real
आपका पीएफ खाता अपडेट कर दिया गया है।,real
आपका बैंक खाता सफलतापूर्वक अपडेट किया गया है।,real
COVID सहायता के तहत ₹58967 पाने के लिए यह फॉर्म भरें: http://fakeurl.in/verify,fraud
आपको ₹92966 का कैशबैक मिला है। विवरण जानने के लिए लिंक खोलें: http://fakeurl.in/verify,fraud
IRCTC अकाउंट बंद हो जाएगा। तुरंत सत्यापन करें: http://fakeurl.in/verify,fraud
आपका बैंक खाता सफलतापूर्वक अपडेट किया गया है।,real
आपकी फ्लाइट AI834 समय पर है। धन्यवाद।,real
IRCTC अकाउंट बंद हो जाएगा। तुरंत सत्यापन करें: http://fakeurl.in/verify,fraud
आपका इंश्योरेंस एक्सपायर हो गया है। रिन्यू करने के लिए इस नंबर पर कॉल करें: +918389386355,fraud
आपने लकी ड्रा में ₹30752 जीते हैं! अपना पुरस्कार प्राप्त करने के लिए इस नंबर पर कॉल करें: +918498268608,fraud
आपने फ्री गिफ्ट जीता है! दावा करने के लिए लिंक पर जाएं: http://fakeurl.in/verify,fraud
आपका पीएफ खाता अपडेट कर दिया गया है।,real
आपने फ्री गिफ्ट जीता है! दावा करने के लिए लिंक पर जाएं: http://fakeurl.in/verify,fraud
आपकी फ्लाइट AI528 समय पर है। धन्यवाद।,real
आपका पीएफ खाता अपडेट कर दिया गया है।,real
आपने लकी ड्रा में ₹19208 जीते हैं! अपना पुरस्कार प्राप्त करने के लिए इस नंबर पर कॉल करें: +918927525418,fraud
आपका मोबाइल रिचार्ज ₹9637 का सफल हुआ।,real
आपने लकी ड्रा में ₹60760 जीते हैं! अपना पुरस्कार प्राप्त करने के लिए इस नंबर पर कॉल करें: +917859450661,fraud
COVID सहायता के तहत ₹53825 पाने के लिए यह फॉर्म भरें: http://fakeurl.in/verify,fraud
आपका UPI ID बंद किया जा रहा है। कृपया अभी लॉग इन करें: http://fakeurl.in/verify,fraud
आपकी फ्लाइट AI150 समय पर है। धन्यवाद।,real
आपका खाता अस्थायी रूप से बंद कर दिया गया है। सहायता के लिए कॉल करें: +919711320531,fraud
"आपकी हाल ही की लेन-देन ₹9973 की है। यदि आपने यह नहीं की, तो कृपया बैंक से संपर्क करें।",real
आपकी गाड़ी की सर्विसिंग 5/07/2025 को तय की गई है।,real
आपका बिजली बिल ₹1577 सफलतापूर्वक भुगतान किया गया।,real
आपने लकी ड्रा में ₹55491 जीते हैं! अपना पुरस्कार प्राप्त करने के लिए इस नंबर पर कॉल करें: +918819312118,fraud
आपका बिजली बिल ₹1621 सफलतापूर्वक भुगतान किया गया।,real
आपका खाता अस्थायी रूप से बंद कर दिया गया है। सहायता के लिए कॉल करें: +918546634918,fraud
"आपकी हाल ही की लेन-देन ₹2257 की है। यदि आपने यह नहीं की, तो कृपया बैंक से संपर्क करें।",real
आपका ATM कार्ड एक्सपायर हो गया है। नया कार्ड पाने के लिए OTP साझा करें।,fraud
आपका मोबाइल रिचार्ज ₹3144 का सफल हुआ।,real
आपका बिजली बिल ₹5254 सफलतापूर्वक भुगतान किया गया।,real
आपका खाता ब्लॉक हो गया है। कृपया इस लिंक पर क्लिक करें: http://fakeurl.in/verify,fraud
आपका खाता बैलेंस ₹8604 है। धन्यवाद।,real
आपका खाता अस्थायी रूप से बंद कर दिया गया है। सहायता के लिए कॉल करें: +919653322952,fraud
IRCTC अकाउंट बंद हो जाएगा। तुरंत सत्यापन करें: http://fakeurl.in/verify,fraud
आपने लकी ड्रा में ₹86445 जीते हैं! अपना पुरस्कार प्राप्त करने के लिए इस नंबर पर कॉल करें: +917841697414,fraud
आपका बैंक खाता सफलतापूर्वक अपडेट किया गया है।,real
आपका UPI ID बंद किया जा रहा है। कृपया अभी लॉग इन करें: http://fakeurl.in/verify,fraud
आपने लकी ड्रा में ₹80094 जीते हैं! अपना पुरस्कार प्राप्त करने के लिए इस नंबर पर कॉल करें: +918941628505,fraud
आपका UPI ID बंद किया जा रहा है। कृपया अभी लॉग इन करें: http://fakeurl.in/verify,fraud
आपका खाता अस्थायी रूप से बंद कर दिया गया है। सहायता के लिए कॉल करें: +917834088452,fraud
आपकी फ्लाइट AI986 समय पर है। धन्यवाद।,real
"आपकी हाल ही की लेन-देन ₹2344 की है। यदि आपने यह नहीं की, तो कृपया बैंक से संपर्क करें।",real
आपका खाता बैलेंस ₹9459 है। धन्यवाद।,real
आपका इंश्योरेंस एक्सपायर हो गया है। रिन्यू करने के लिए इस नंबर पर कॉल करें: +918717955145,fraud
आपका मोबाइल रिचार्ज ₹284 का सफल हुआ।,real
आपका खाता बैलेंस ₹8188 है। धन्यवाद।,real
आपका बिजली बिल ₹7955 सफलतापूर्वक भुगतान किया गया।,real
आपका खाता अस्थायी रूप से बंद कर दिया गया है। सहायता के लिए कॉल करें: +918898765672,fraud
आपका खाता ब्लॉक हो गया है। कृपया इस लिंक पर क्लिक करें: http://fakeurl.in/verify,fraud
आपका UPI ID बंद किया जा रहा है। कृपया अभी लॉग इन करें: http://fakeurl.in/verify,fraud
आपका इंश्योरेंस एक्सपायर हो गया है। रिन्यू करने के लिए इस नंबर पर कॉल करें: +919740276490,fraud
आपका इंश्योरेंस एक्सपायर हो गया है। रिन्यू करने के लिए इस नंबर पर कॉल करें: +918577667807,fraud
आपको ₹15287 का कैशबैक मिला है। विवरण जानने के लिए लिंक खोलें: http://fakeurl.in/verify,fraud
आपका इंश्योरेंस एक्सपायर हो गया है। रिन्यू करने के लिए इस नंबर पर कॉल करें: +918430215224,fraud
आपका बिजली बिल ₹954 सफलतापूर्वक भुगतान किया गया।,real
आपका बिजली बिल ₹9733 सफलतापूर्वक भुगतान किया गया।,real
आपका UPI ID बंद किया जा रहा है। कृपया अभी लॉग इन करें: http://fakeurl.in/verify,fraud
आपने फ्री गिफ्ट जीता है! दावा करने के लिए लिंक पर जाएं: http://fakeurl.in/verify,fraud
"आपकी हाल ही की लेन-देन ₹3878 की है। यदि आपने यह नहीं की, तो कृपया बैंक से संपर्क करें।",real
आपने लकी ड्रा में ₹40327 जीते हैं! अपना पुरस्कार प्राप्त करने के लिए इस नंबर पर कॉल करें: +917520933042,fraud
आपका बैंक खाता सफलतापूर्वक अपडेट किया गया है।,real
IRCTC अकाउंट बंद हो जाएगा। तुरंत सत्यापन करें: http://fakeurl.in/verify,fraud
आपने फ्री गिफ्ट जीता है! दावा करने के लिए लिंक पर जाएं: http://fakeurl.in/verify,fraud
आपकी गाड़ी की सर्विसिंग 7/09/2025 को तय की गई है।,real
"प्रिय ग्राहक, आपका आधार नंबर आपके खाते से लिंक हो चुका है।",real
"प्रिय ग्राहक, आपका आधार नंबर आपके खाते से लिंक हो चुका है।",real
आपका पीएफ खाता अपडेट कर दिया गया है।,real
आपका ATM कार्ड एक्सपायर हो गया है। नया कार्ड पाने के लिए OTP साझा करें।,fraud
IRCTC अकाउंट बंद हो जाएगा। तुरंत सत्यापन करें: http://fakeurl.in/verify,fraud
"आपकी हाल ही की लेन-देन ₹4953 की है। यदि आपने यह नहीं की, तो कृपया बैंक से संपर्क करें।",real
आपका बिजली बिल ₹1944 सफलतापूर्वक भुगतान किया गया।,real
आपकी फ्लाइट AI692 समय पर है। धन्यवाद।,real
"प्रिय ग्राहक, आपका आधार नंबर आपके खाते से लिंक हो चुका है।",real
आपका पीएफ खाता अपडेट कर दिया गया है।,real
"आपकी हाल ही की लेन-देन ₹9833 की है। यदि आपने यह नहीं की, तो कृपया बैंक से संपर्क करें।",real
आपकी फ्लाइट AI669 समय पर है। धन्यवाद।,real
"प्रिय ग्राहक, आपका आधार नंबर आपके खाते से लिंक हो चुका है।",real
आपका खाता अस्थायी रूप से बंद कर दिया गया है। सहायता के लिए कॉल करें: +917054290939,fraud
आपकी गाड़ी की सर्विसिंग 12/04/2025 को तय की गई है।,real
आपका बैंक खाता सफलतापूर्वक अपडेट किया गया है।,real
आपने लकी ड्रा में ₹96108 जीते हैं! अपना पुरस्कार प्राप्त करने के लिए इस नंबर पर कॉल करें: +917415046507,fraud
आपका UPI ID बंद किया जा रहा है। कृपया अभी लॉग इन करें: http://fakeurl.in/verify,fraud
आपने लकी ड्रा में ₹39877 जीते हैं! अपना पुरस्कार प्राप्त करने के लिए इस नंबर पर कॉल करें: +918981608493,fraud
आपका इंश्योरेंस एक्सपायर हो गया है। रिन्यू करने के लिए इस नंबर पर कॉल करें: +917345185325,fraud
COVID सहायता के तहत ₹74530 पाने के लिए यह फॉर्म भरें: http://fakeurl.in/verify,fraud
आपका खाता ब्लॉक हो गया है। कृपया इस लिंक पर क्लिक करें: http://fakeurl.in/verify,fraud
आपका बिजली बिल ₹7390 सफलतापूर्वक भुगतान किया गया।,real
आपका इंश्योरेंस एक्सपायर हो गया है। रिन्यू करने के लिए इस नंबर पर कॉल करें: +918768766841,fraud
आपका बैंक खाता सफलतापूर्वक अपडेट किया गया है।,real
"आपकी हाल ही की लेन-देन ₹7510 की है। यदि आपने यह नहीं की, तो कृपया बैंक से संपर्क करें।",real
आपका मोबाइल रिचार्ज ₹6004 का सफल हुआ।,real
COVID सहायता के तहत ₹53358 पाने के लिए यह फॉर्म भरें: http://fakeurl.in/verify,fraud
आपका बैंक खाता सफलतापूर्वक अपडेट किया गया है।,real
आपको ₹50579 का कैशबैक मिला है। विवरण जानने के लिए लिंक खोलें: http://fakeurl.in/verify,fraud
IRCTC अकाउंट बंद हो जाएगा। तुरंत सत्यापन करें: http://fakeurl.in/verify,fraud
आपका ATM कार्ड एक्सपायर हो गया है। नया कार्ड पाने के लिए OTP साझा करें।,fraud
आपको ₹29893 का कैशबैक मिला है। विवरण जानने के लिए लिंक खोलें: http://fakeurl.in/verify,fraud
आपका मोबाइल रिचार्ज ₹4504 का सफल हुआ।,real
आपके खाते में ₹591 जमा किए गए हैं।,real
आपका इंश्योरेंस एक्सपायर हो गया है। रिन्यू करने के लिए इस नंबर पर कॉल करें: +918054339538,fraud
"आपकी हाल ही की लेन-देन ₹3543 की है। यदि आपने यह नहीं की, तो कृपया बैंक से संपर्क करें।",real
आपको ₹15545 का कैशबैक मिला है। विवरण जानने के लिए लिंक खोलें: http://fakeurl.in/verify,fraud
आपने लकी ड्रा में ₹45661 जीते हैं! अपना पुरस्कार प्राप्त करने के लिए इस नंबर पर कॉल करें: +917698452554,fraud
आपका बैंक खाता सफलतापूर्वक अपडेट किया गया है।,real
COVID सहायता के तहत ₹73120 पाने के लिए यह फॉर्म भरें: http://fakeurl.in/verify,fraud
आपका बिजली बिल ₹8885 सफलतापूर्वक भुगतान किया गया।,real
आपने लकी ड्रा में ₹69811 जीते हैं! अपना पुरस्कार प्राप्त करने के लिए इस नंबर पर कॉल करें: +918262921890,fraud
आपका खाता बैलेंस ₹7587 है। धन्यवाद।,real
आपका बैंक खाता सफलतापूर्वक अपडेट किया गया है।,real
"आपकी हाल ही की लेन-देन ₹2543 की है। यदि आपने यह नहीं की, तो कृपया बैंक से संपर्क करें।",real
आपका खाता अस्थायी रूप से बंद कर दिया गया है। सहायता के लिए कॉल करें: +918384373000,fraud
आपका UPI ID बंद किया जा रहा है। कृपया अभी लॉग इन करें: http://fakeurl.in/verify,fraud
IRCTC अकाउंट बंद हो जाएगा। तुरंत सत्यापन करें: http://fakeurl.in/verify,fraud
आपका खाता ब्लॉक हो गया है। कृपया इस लिंक पर क्लिक करें: http://fakeurl.in/verify,fraud
आपका ATM कार्ड एक्सपायर हो गया है। नया कार्ड पाने के लिए OTP साझा करें।,fraud
IRCTC अकाउंट बंद हो जाएगा। तुरंत सत्यापन करें: http://fakeurl.in/verify,fraud
आपका इंश्योरेंस एक्सपायर हो गया है। रिन्यू करने के लिए इस नंबर पर कॉल करें: +918240884414,fraud
आपका ATM कार्ड एक्सपायर हो गया है। नया कार्ड पाने के लिए OTP साझा करें।,fraud
आपकी फ्लाइट AI845 समय पर है। धन्यवाद।,real
