id,file_name,label,transcript
00095,audio/00095.wav,real,మీ ఫోన్ రిపేర్ పూర్తైంది. దయచేసి తీసుకెళ్లండి.
00096,audio/00096.wav,real,మీ బ్యాంక్ స్టేట్‌మెంట్ ఈమెయిల్ కు పంపించాము.
00097,audio/00097.wav,real,మీ ఫోన్ రిపేర్ పూర్తైంది. దయచేసి తీసుకెళ్లండి.
00098,audio/00098.wav,fraud,మీ ఆదాయపు పన్ను రీఫండ్ కోసం ఓటీపీ చెప్పండి.
00099,audio/00099.wav,fraud,మీ పాన్ కార్డు బ్లాక్ అవుతుంది. వెంటనే స్పందించండి.
00100,audio/00100.wav,real,మీ బ్యాంక్ స్టేట్‌మెంట్ ఈమెయిల్ కు పంపించాము.
00101,audio/00101.wav,fraud,"మీరు ₹25,000 గెలుచుకున్నారు. మీ బ్యాంక్ వివరాలను ఇవ్వండి."
00102,audio/00102.wav,fraud,"మీరు ₹25,000 గెలుచుకున్నారు. మీ బ్యాంక్ వివరాలను ఇవ్వండి."
00103,audio/00103.wav,real,మీ సబ్‌స్క్రిప్షన్ నూతనీకరించబడింది.
00104,audio/00104.wav,fraud,మీ ఖాతా బ్లాక్ చేయబడింది. వివరాల కోసం ఈ నంబరుకు కాల్ చేయండి.
00105,audio/00105.wav,fraud,మీ మొబైల్ నంబర్ Jio లో గెలిచింది. వివరాలు పంపండి.
00106,audio/00106.wav,fraud,మీ పాన్ కార్డు బ్లాక్ అవుతుంది. వెంటనే స్పందించండి.
00107,audio/00107.wav,real,మీ విద్యుత్ బిల్లు ఈ నెల చివరలో చెల్లించాలి.
00108,audio/00108.wav,fraud,మీ ఇన్సూరెన్స్ పాలసీ చెల్లించాలి. ఇతరత్రా వివరాలు ఇవ్వండి.
00109,audio/00109.wav,real,మీ సబ్‌స్క్రిప్షన్ నూతనీకరించబడింది.
00110,audio/00110.wav,fraud,"మీరు ₹25,000 గెలుచుకున్నారు. మీ బ్యాంక్ వివరాలను ఇవ్వండి."
00111,audio/00111.wav,fraud,"మీరు ₹25,000 గెలుచుకున్నారు. మీ బ్యాంక్ వివరాలను ఇవ్వండి."
00112,audio/00112.wav,fraud,మీ మొబైల్ నెట్‌వర్క్‌లో సమస్య ఉంది. వివరాల కోసం కాల్ చేయండి.
00113,audio/00113.wav,fraud,మీ మొబైల్ నెట్‌వర్క్‌లో సమస్య ఉంది. వివరాల కోసం కాల్ చేయండి.
00114,audio/00114.wav,fraud,"మీరు ₹25,000 గెలుచుకున్నారు. మీ బ్యాంక్ వివరాలను ఇవ్వండి."
00115,audio/00115.wav,real,మీ ఫోన్ రిపేర్ పూర్తైంది. దయచేసి తీసుకెళ్లండి.
00116,audio/00116.wav,fraud,మీకు లక్కీ డ్రాలో బహుమతి వచ్చింది. డెలివరీ చార్జ్ పంపండి.
00117,audio/00117.wav,real,మీ ఇంటర్నెట్ కనెక్షన్ రీసెట్ చేయబడింది.
00118,audio/00118.wav,fraud,మీ పాన్ కార్డు బ్లాక్ అవుతుంది. వెంటనే స్పందించండి.
00119,audio/00119.wav,real,మీ ఫోన్ రిపేర్ పూర్తైంది. దయచేసి తీసుకెళ్లండి.
00120,audio/00120.wav,fraud,మీ బ్యాంక్ ఖాతా బహుళ ప్రయత్నాల వల్ల తాత్కాలికంగా నిలిపివేయబడింది.
00121,audio/00121.wav,real,మీ గ్యాస్ బుకింగ్ విజయవంతంగా పూర్తైంది.
00122,audio/00122.wav,real,"నమస్తే సార్, మీ ఆర్డర్ రేపు డెలివరీ అవుతుంది."
00123,audio/00123.wav,fraud,మీకు లక్కీ డ్రాలో బహుమతి వచ్చింది. డెలివరీ చార్జ్ పంపండి.
00124,audio/00124.wav,real,మీ విద్యుత్ బిల్లు ఈ నెల చివరలో చెల్లించాలి.
00125,audio/00125.wav,fraud,"మీరు ₹25,000 గెలుచుకున్నారు. మీ బ్యాంక్ వివరాలను ఇవ్వండి."
00126,audio/00126.wav,fraud,మీ మొబైల్ నంబర్ Jio లో గెలిచింది. వివరాలు పంపండి.
00127,audio/00127.wav,real,మీ ఇంటర్నెట్ కనెక్షన్ రీసెట్ చేయబడింది.
00128,audio/00128.wav,real,"నమస్తే సార్, మీ ఆర్డర్ రేపు డెలివరీ అవుతుంది."
00129,audio/00129.wav,fraud,"మీరు ₹25,000 గెలుచుకున్నారు. మీ బ్యాంక్ వివరాలను ఇవ్వండి."
00130,audio/00130.wav,real,మీ ఇంటర్నెట్ కనెక్షన్ రీసెట్ చేయబడింది.
00131,audio/00131.wav,real,మీ సబ్‌స్క్రిప్షన్ నూతనీకరించబడింది.
00132,audio/00132.wav,fraud,మీ ఆదాయపు పన్ను రీఫండ్ కోసం ఓటీపీ చెప్పండి.
00133,audio/00133.wav,real,మీ ఫోన్ రిపేర్ పూర్తైంది. దయచేసి తీసుకెళ్లండి.
00134,audio/00134.wav,real,మీ డాక్టర్ అపాయింట్మెంట్ రేపు ఉదయం 10 గంటలకు ఉంది.
00135,audio/00135.wav,fraud,మీ పాన్ కార్డు బ్లాక్ అవుతుంది. వెంటనే స్పందించండి.
00136,audio/00136.wav,fraud,మీ మొబైల్ నంబర్ Jio లో గెలిచింది. వివరాలు పంపండి.
00137,audio/00137.wav,fraud,మీ ఆదాయపు పన్ను రీఫండ్ కోసం ఓటీపీ చెప్పండి.
00138,audio/00138.wav,real,మీ ఫోన్ రిపేర్ పూర్తైంది. దయచేసి తీసుకెళ్లండి.
00139,audio/00139.wav,real,మీ పేమెంట్ విజయవంతమైంది. ధన్యవాదాలు!
00140,audio/00140.wav,fraud,మీ పాన్ కార్డు బ్లాక్ అవుతుంది. వెంటనే స్పందించండి.
00141,audio/00141.wav,real,"నమస్తే సార్, మీ ఆర్డర్ రేపు డెలివరీ అవుతుంది."
00142,audio/00142.wav,fraud,మీ ఇన్సూరెన్స్ పాలసీ చెల్లించాలి. ఇతరత్రా వివరాలు ఇవ్వండి.
00143,audio/00143.wav,fraud,మీ ఆదాయపు పన్ను రీఫండ్ కోసం ఓటీపీ చెప్పండి.
00144,audio/00144.wav,fraud,మీ ATM కార్డు సుదీర్ఘ కాలంగా ఉపయోగించలేదు. దీని కోసం ఓటీపీ ఇవ్వండి.
00145,audio/00145.wav,fraud,మీ ఇన్సూరెన్స్ పాలసీ చెల్లించాలి. ఇతరత్రా వివరాలు ఇవ్వండి.
00146,audio/00146.wav,fraud,మీ ఖాతా బ్లాక్ చేయబడింది. వివరాల కోసం ఈ నంబరుకు కాల్ చేయండి.
00147,audio/00147.wav,real,మీ ఇంటర్నెట్ కనెక్షన్ రీసెట్ చేయబడింది.
00148,audio/00148.wav,real,"నమస్తే సార్, మీ ఆర్డర్ రేపు డెలివరీ అవుతుంది."
00149,audio/00149.wav,real,మీ సబ్‌స్క్రిప్షన్ నూతనీకరించబడింది.
00150,audio/00150.wav,fraud,మీ ఇన్సూరెన్స్ పాలసీ చెల్లించాలి. ఇతరత్రా వివరాలు ఇవ్వండి.
00151,audio/00151.wav,fraud,మీ పాన్ కార్డు బ్లాక్ అవుతుంది. వెంటనే స్పందించండి.
00152,audio/00152.wav,real,మీ విద్యుత్ బిల్లు ఈ నెల చివరలో చెల్లించాలి.
00153,audio/00153.wav,fraud,మీ పాన్ కార్డు బ్లాక్ అవుతుంది. వెంటనే స్పందించండి.
00154,audio/00154.wav,fraud,మీ ATM కార్డు సుదీర్ఘ కాలంగా ఉపయోగించలేదు. దీని కోసం ఓటీపీ ఇవ్వండి.
00155,audio/00155.wav,real,మీ ఫోన్ రిపేర్ పూర్తైంది. దయచేసి తీసుకెళ్లండి.
00156,audio/00156.wav,fraud,"మీరు ₹25,000 గెలుచుకున్నారు. మీ బ్యాంక్ వివరాలను ఇవ్వండి."
00157,audio/00157.wav,real,మీ ఇంటర్నెట్ కనెక్షన్ రీసెట్ చేయబడింది.
00158,audio/00158.wav,fraud,మీ మొబైల్ నంబర్ Jio లో గెలిచింది. వివరాలు పంపండి.
00159,audio/00159.wav,real,మీ గ్యాస్ బుకింగ్ విజయవంతంగా పూర్తైంది.
00160,audio/00160.wav,real,మీ పేమెంట్ విజయవంతమైంది. ధన్యవాదాలు!
00161,audio/00161.wav,real,మీ పేమెంట్ విజయవంతమైంది. ధన్యవాదాలు!
00162,audio/00162.wav,real,మీ బ్యాంక్ స్టేట్‌మెంట్ ఈమెయిల్ కు పంపించాము.
00163,audio/00163.wav,real,మీ డాక్టర్ అపాయింట్మెంట్ రేపు ఉదయం 10 గంటలకు ఉంది.
00164,audio/00164.wav,real,మీ ఫోన్ రిపేర్ పూర్తైంది. దయచేసి తీసుకెళ్లండి.
00165,audio/00165.wav,real,మీ ఇంటర్నెట్ కనెక్షన్ రీసెట్ చేయబడింది.
00166,audio/00166.wav,fraud,మీకు లక్కీ డ్రాలో బహుమతి వచ్చింది. డెలివరీ చార్జ్ పంపండి.
00167,audio/00167.wav,fraud,మీ ATM కార్డు సుదీర్ఘ కాలంగా ఉపయోగించలేదు. దీని కోసం ఓటీపీ ఇవ్వండి.
00168,audio/00168.wav,fraud,మీ ఇన్సూరెన్స్ పాలసీ చెల్లించాలి. ఇతరత్రా వివరాలు ఇవ్వండి.
00169,audio/00169.wav,fraud,మీ మొబైల్ నంబర్ Jio లో గెలిచింది. వివరాలు పంపండి.
00170,audio/00170.wav,fraud,మీ పాన్ కార్డు బ్లాక్ అవుతుంది. వెంటనే స్పందించండి.
00171,audio/00171.wav,fraud,మీ పాన్ కార్డు బ్లాక్ అవుతుంది. వెంటనే స్పందించండి.
00172,audio/00172.wav,fraud,మీకు లక్కీ డ్రాలో బహుమతి వచ్చింది. డెలివరీ చార్జ్ పంపండి.
00173,audio/00173.wav,fraud,మీ ఖాతా బ్లాక్ చేయబడింది. వివరాల కోసం ఈ నంబరుకు కాల్ చేయండి.
00174,audio/00174.wav,fraud,మీ మొబైల్ నెట్‌వర్క్‌లో సమస్య ఉంది. వివరాల కోసం కాల్ చేయండి.
00175,audio/00175.wav,real,మీ గ్యాస్ బుకింగ్ విజయవంతంగా పూర్తైంది.
00176,audio/00176.wav,real,కస్టమర్ సపోర్ట్ నుంచి మాట్లాడుతున్నాము. మీకు సహాయం కావాలా?
00177,audio/00177.wav,fraud,మీ పాన్ కార్డు బ్లాక్ అవుతుంది. వెంటనే స్పందించండి.
00178,audio/00178.wav,fraud,మీ బ్యాంక్ ఖాతా బహుళ ప్రయత్నాల వల్ల తాత్కాలికంగా నిలిపివేయబడింది.
00179,audio/00179.wav,fraud,మీ ATM కార్డు సుదీర్ఘ కాలంగా ఉపయోగించలేదు. దీని కోసం ఓటీపీ ఇవ్వండి.
00180,audio/00180.wav,real,మీ విద్యుత్ బిల్లు ఈ నెల చివరలో చెల్లించాలి.
00181,audio/00181.wav,real,మీ సబ్‌స్క్రిప్షన్ నూతనీకరించబడింది.
00182,audio/00182.wav,real,మీ పేమెంట్ విజయవంతమైంది. ధన్యవాదాలు!
00183,audio/00183.wav,real,"నమస్తే సార్, మీ ఆర్డర్ రేపు డెలివరీ అవుతుంది."
00184,audio/00184.wav,real,మీ డాక్టర్ అపాయింట్మెంట్ రేపు ఉదయం 10 గంటలకు ఉంది.
00185,audio/00185.wav,fraud,మీ మొబైల్ నంబర్ Jio లో గెలిచింది. వివరాలు పంపండి.
00186,audio/00186.wav,fraud,మీ మొబైల్ నెట్‌వర్క్‌లో సమస్య ఉంది. వివరాల కోసం కాల్ చేయండి.
00187,audio/00187.wav,fraud,మీ బ్యాంక్ ఖాతా బహుళ ప్రయత్నాల వల్ల తాత్కాలికంగా నిలిపివేయబడింది.
00188,audio/00188.wav,fraud,మీ ఆదాయపు పన్ను రీఫండ్ కోసం ఓటీపీ చెప్పండి.
00189,audio/00189.wav,real,మీ సబ్‌స్క్రిప్షన్ నూతనీకరించబడింది.
00190,audio/00190.wav,fraud,మీ ఆదాయపు పన్ను రీఫండ్ కోసం ఓటీపీ చెప్పండి.
00191,audio/00191.wav,fraud,మీకు లక్కీ డ్రాలో బహుమతి వచ్చింది. డెలివరీ చార్జ్ పంపండి.
00192,audio/00192.wav,real,మీ బ్యాంక్ స్టేట్‌మెంట్ ఈమెయిల్ కు పంపించాము.
00193,audio/00193.wav,real,మీ ఫోన్ రిపేర్ పూర్తైంది. దయచేసి తీసుకెళ్లండి.
00194,audio/00194.wav,real,మీ ఫోన్ రిపేర్ పూర్తైంది. దయచేసి తీసుకెళ్లండి.
00195,audio/00195.wav,real,మీ గ్యాస్ బుకింగ్ విజయవంతంగా పూర్తైంది.
00196,audio/00196.wav,real,మీ సబ్‌స్క్రిప్షన్ నూతనీకరించబడింది.
00197,audio/00197.wav,fraud,మీ ఇన్సూరెన్స్ పాలసీ చెల్లించాలి. ఇతరత్రా వివరాలు ఇవ్వండి.
00198,audio/00198.wav,real,మీ బ్యాంక్ స్టేట్‌మెంట్ ఈమెయిల్ కు పంపించాము.
00199,audio/00199.wav,real,"నమస్తే సార్, మీ ఆర్డర్ రేపు డెలివరీ అవుతుంది."
00200,audio/00200.wav,fraud,మీ ఇన్సూరెన్స్ పాలసీ చెల్లించాలి. ఇతరత్రా వివరాలు ఇవ్వండి.
00201,audio/00201.wav,fraud,మీ ఇన్సూరెన్స్ పాలసీ చెల్లించాలి. ఇతరత్రా వివరాలు ఇవ్వండి.
00202,audio/00202.wav,real,మీ సబ్‌స్క్రిప్షన్ నూతనీకరించబడింది.
00203,audio/00203.wav,fraud,మీ బ్యాంక్ ఖాతా బహుళ ప్రయత్నాల వల్ల తాత్కాలికంగా నిలిపివేయబడింది.
00204,audio/00204.wav,fraud,మీ ఆదాయపు పన్ను రీఫండ్ కోసం ఓటీపీ చెప్పండి.
00205,audio/00205.wav,fraud,మీ ATM కార్డు సుదీర్ఘ కాలంగా ఉపయోగించలేదు. దీని కోసం ఓటీపీ ఇవ్వండి.
00206,audio/00206.wav,fraud,మీకు లక్కీ డ్రాలో బహుమతి వచ్చింది. డెలివరీ చార్జ్ పంపండి.
00207,audio/00207.wav,real,మీ డాక్టర్ అపాయింట్మెంట్ రేపు ఉదయం 10 గంటలకు ఉంది.
00208,audio/00208.wav,fraud,మీ ATM కార్డు సుదీర్ఘ కాలంగా ఉపయోగించలేదు. దీని కోసం ఓటీపీ ఇవ్వండి.
00209,audio/00209.wav,real,కస్టమర్ సపోర్ట్ నుంచి మాట్లాడుతున్నాము. మీకు సహాయం కావాలా?
00210,audio/00210.wav,real,మీ పేమెంట్ విజయవంతమైంది. ధన్యవాదాలు!
00211,audio/00211.wav,real,మీ బ్యాంక్ స్టేట్‌మెంట్ ఈమెయిల్ కు పంపించాము.
00212,audio/00212.wav,fraud,మీ ఆదాయపు పన్ను రీఫండ్ కోసం ఓటీపీ చెప్పండి.
00213,audio/00213.wav,real,మీ బ్యాంక్ స్టేట్‌మెంట్ ఈమెయిల్ కు పంపించాము.
00214,audio/00214.wav,real,మీ గ్యాస్ బుకింగ్ విజయవంతంగా పూర్తైంది.
00215,audio/00215.wav,fraud,మీ మొబైల్ నెట్‌వర్క్‌లో సమస్య ఉంది. వివరాల కోసం కాల్ చేయండి.
00216,audio/00216.wav,fraud,మీ మొబైల్ నెట్‌వర్క్‌లో సమస్య ఉంది. వివరాల కోసం కాల్ చేయండి.
00217,audio/00217.wav,fraud,మీ మొబైల్ నంబర్ Jio లో గెలిచింది. వివరాలు పంపండి.
00218,audio/00218.wav,fraud,మీ ఇన్సూరెన్స్ పాలసీ చెల్లించాలి. ఇతరత్రా వివరాలు ఇవ్వండి.
00219,audio/00219.wav,fraud,మీ మొబైల్ నంబర్ Jio లో గెలిచింది. వివరాలు పంపండి.
00220,audio/00220.wav,fraud,మీ ఆదాయపు పన్ను రీఫండ్ కోసం ఓటీపీ చెప్పండి.
00221,audio/00221.wav,fraud,మీ బ్యాంక్ ఖాతా బహుళ ప్రయత్నాల వల్ల తాత్కాలికంగా నిలిపివేయబడింది.
